id,speed
0,48.44757
1,48.068596
2,37.840508
3,26.20485
4,38.809216
5,27.427315
6,18.96796
7,50.045074
8,48.672047
9,33.098606
10,30.78399
11,25.487192
12,25.348566
13,25.18419
14,29.941723
15,42.710323
16,43.548424
17,46.925884
18,48.608845
19,48.76899
20,46.976913
21,44.27419
22,20.522163
23,30.18651
24,26.737583
25,20.996056
26,20.55515
27,19.33137
28,16.556614
29,14.563634
30,27.159311
31,45.307487
32,48.56611
33,29.03724
34,23.960123
35,20.849525
36,18.604483
37,20.024572
38,43.154453
39,40.023273
40,44.434746
41,47.997715
42,48.677933
43,44.228363
44,19.795868
45,18.366945
46,18.791744
47,10.993796
48,41.10463
49,49.920273
50,49.11199
51,20.574635
52,20.113714
53,18.133978
54,18.532997
55,17.140417
56,10.377174
57,12.177236
58,23.248486
59,35.106075
60,40.78749
61,42.94271
62,40.69084
63,43.555466
64,43.720516
65,47.756535
66,46.95695
67,45.25051
68,41.6132
69,28.341343
70,21.543486
71,19.066252
72,14.410777
73,14.299376
74,13.267179
75,7.2273636
76,36.610107
77,32.44763
78,35.522785
79,47.178497
80,15.852568
81,17.283047
82,19.917637
83,16.997246
84,14.599464
85,12.225602
86,23.502914
87,38.405205
88,43.00551
89,39.27138
90,48.24079
91,47.93536
92,46.800426
93,43.838615
94,30.86344
95,16.75508
96,24.595331
97,12.787256
98,10.447815
99,22.292353
100,40.37763
101,47.779877
102,14.774304
103,15.467974
104,12.915091
105,41.860527
106,35.526237
107,48.963936
108,43.005436
109,13.173045
110,16.741203
111,17.083315
112,26.619608
113,38.23972
114,44.482513
115,48.753094
116,48.664497
117,43.36613
118,27.388117
119,24.133547
120,20.989729
121,14.195891
122,33.630566
123,47.72553
124,47.652187
125,42.454517
126,40.666306
127,39.57724
128,42.81526
129,33.17866
130,48.349636
131,47.115032
132,46.42781
133,32.89824
134,23.874626
135,26.535646
136,40.769524
137,47.23235
138,49.402622
139,47.677963
140,46.93478
141,45.133976
142,26.396925
143,15.204188
144,20.86075
145,18.613083
146,18.482668
147,48.057972
148,49.361137
149,47.62566
150,47.329174
151,15.533751
152,16.473269
153,16.153957
154,7.9859
155,23.023407
156,38.068672
157,44.16161
158,39.903397
159,44.92974
160,47.649788
161,48.624184
162,47.393147
163,46.502323
164,44.408634
165,27.303007
166,15.862673
167,20.851105
168,18.60461
169,19.134409
170,14.412468
171,12.839094
172,45.6121
173,48.36789
174,42.012184
175,24.474752
176,20.064339
177,17.021313
178,18.742779
179,10.050288
180,45.065907
181,49.130363
182,49.366844
183,48.676064
184,42.930046
185,19.063835
186,19.510784
187,37.9902
188,32.901276
189,48.452034
190,43.565792
191,43.005554
192,39.252567
193,39.689426
194,39.28656
195,38.610516
196,39.559727
197,44.189445
198,38.59945
199,48.16077
200,47.327347
201,26.203125
202,24.346657
203,19.490637
204,17.326218
205,21.032635
206,40.314682
207,41.459595
208,48.56074
209,48.6792
210,47.475655
211,47.42512
212,25.419712
213,11.991213
214,21.210505
215,21.351662
216,16.574465
217,25.573122
218,44.846638
219,48.393433
220,47.21115
221,46.37476
222,26.091171
223,17.940584
224,10.988445
225,24.903315
226,49.456482
227,45.57287
228,16.865685
229,24.21176
230,20.146852
231,19.453781
232,44.633083
233,48.545387
234,47.701878
235,17.94472
236,25.870377
237,21.89311
238,24.478922
239,42.530975
240,34.60085
241,38.992573
242,49.266315
243,49.77723
244,49.067524
245,49.190517
246,28.783722
247,25.444683
248,21.998135
249,22.952343
250,19.792074
251,32.21244
252,44.01818
253,33.957516
254,36.06874
255,47.074936
256,46.825222
257,45.983227
258,42.90483
259,41.357693
260,40.502052
261,37.015247
262,40.322678
263,44.079475
264,32.965252
265,41.569202
266,48.793777
267,45.51458
268,19.118963
269,20.885578
270,17.245815
271,17.396935
272,18.359089
273,14.667575
274,47.28641
275,47.91147
276,48.27599
277,47.64041
278,26.7803
279,13.540819
280,15.87221
281,23.325552
282,20.501852
283,17.418797
284,14.012514
285,13.383456
286,47.432095
287,47.654877
288,10.656963
289,15.972597
290,15.055282
291,11.218472
292,11.113544
293,26.98388
294,45.330696
295,49.171993
296,48.967896
297,36.608128
298,24.576815
299,33.86419
300,23.16713
301,21.736435
302,27.43238
303,41.14372
304,40.88043
305,50.11731
306,48.844833
307,49.46217
308,44.42228
309,31.483
310,18.09069
311,9.060691
312,39.090218
313,33.580215
314,36.484215
315,49.34323
316,50.079514
317,47.313683
318,41.21729
319,44.113354
320,46.95284
321,47.05688
322,48.79453
323,51.216763
324,29.52177
325,35.19616
326,42.929684
327,38.994
328,37.04662
329,36.304775
330,31.04535
331,43.008118
332,53.720943
333,57.81543
334,52.599796
335,57.874336
336,46.79822
337,46.281918
338,15.919268
339,19.946629
340,19.103153
341,26.676035
342,43.172256
343,42.694138
344,48.4069
345,48.576126
346,47.89273
347,18.678902
348,37.858315
349,49.131756
350,48.765297
351,48.21866
352,36.50305
353,17.699236
354,24.406673
355,19.781078
356,16.81896
357,23.347971
358,38.467934
359,44.379097
360,43.604362
361,49.8581
362,17.914228
363,23.995836
364,18.432783
365,16.441696
366,12.9342575
367,24.492743
368,41.20381
369,49.849648
370,48.951668
371,48.7648
372,48.26517
373,16.704414
374,18.982292
375,9.389444
376,21.319176
377,38.138542
378,43.866493
379,49.761024
380,25.654486
381,17.424591
382,14.4393215
383,31.050209
384,49.06086
385,48.792698
386,48.47369
387,27.399418
388,32.37254
389,34.617435
390,32.494614
391,42.6921
392,47.882595
393,48.937653
394,47.434704
395,21.461987
396,20.843636
397,25.496967
398,22.53889
399,17.83831
400,10.447984
401,37.265335
402,36.85621
403,48.52464
404,47.619034
405,46.133698
406,30.976744
407,16.96223
408,19.582676
409,19.270208
410,17.743582
411,7.4686813
412,40.936054
413,36.728104
414,41.97264
415,48.97471
416,48.61133
417,48.39515
418,47.756935
419,30.624517
420,16.974401
421,8.575338
422,42.603523
423,40.049313
424,48.847904
425,49.672558
426,52.94253
427,41.53847
428,32.146812
429,40.893154
430,40.51069
431,47.670666
432,46.841164
433,44.323254
434,28.279108
435,33.324623
436,26.430763
437,24.779459
438,48.153206
439,48.335964
440,48.798172
441,40.88149
442,34.01954
443,34.282337
444,30.852648
445,38.33168
446,33.376232
447,36.185677
448,45.975613
449,46.734573
450,46.073265
451,43.369144
452,44.268894
453,43.986935
454,43.990692
455,42.856537
456,42.06341
457,45.232666
458,48.577915
459,48.753456
460,37.104397
461,27.276026
462,28.653814
463,25.92296
464,35.26069
465,39.97574
466,46.68199
467,47.176445
468,49.674664
469,54.74576
470,26.552298
471,30.202427
472,29.833723
473,27.022915
474,18.021427
475,26.964478
476,46.683464
477,52.209873
478,37.421387
479,31.887995
480,32.04221
481,24.089897
482,27.105402
483,47.981472
484,47.573406
485,46.903477
486,34.7931
487,34.953297
488,30.246593
489,17.47853
490,16.3372
491,37.648823
492,43.787647
493,47.051903
494,47.29507
495,46.054344
496,25.901066
497,30.329103
498,43.06599
499,50.0117
500,50.270752
501,50.60669
502,49.800972
503,51.252323
504,37.89037
505,39.27696
506,31.914555
507,30.378092
508,29.746645
509,46.558716
510,46.26716
511,46.37635
512,45.206566
513,45.0502
514,44.75966
515,42.00597
516,42.195225
517,42.970684
518,47.222977
519,47.16572
520,17.614649
521,25.485586
522,21.140194
523,22.714998
524,15.98332
525,47.17852
526,47.676037
527,47.83632
528,47.197803
529,26.208616
530,20.53842
531,25.816576
532,21.87056
533,17.5859
534,12.975804
535,46.80545
536,26.340078
537,15.807298
538,18.290558
539,19.113821
540,15.267362
541,13.856293
542,45.539005
543,45.44224
544,48.385437
545,43.83913
546,16.955862
547,20.470266
548,21.08816
549,20.496233
550,18.81618
551,39.215294
552,41.460316
553,47.677097
554,47.61068
555,44.748386
556,29.71153
557,16.603294
558,21.635109
559,23.724987
560,19.178156
561,20.116795
562,19.518402
563,18.931366
564,15.864335
565,10.944175
566,39.6678
567,35.368557
568,38.442127
569,50.523197
570,49.833614
571,32.196827
572,40.420628
573,46.107056
574,46.298965
575,46.986755
576,47.731342
577,36.85411
578,40.894154
579,42.01673
580,41.430897
581,39.332172
582,48.48497
583,49.417027
584,17.933853
585,19.306913
586,24.753744
587,25.096474
588,20.556154
589,19.485672
590,20.000254
591,18.770147
592,45.614117
593,47.644146
594,48.48341
595,46.968964
596,45.565315
597,29.840288
598,23.997591
599,21.200243
600,16.176804
601,48.074913
602,47.804626
603,44.439377
604,16.35795
605,18.940477
606,38.7341
607,38.904892
608,46.990635
609,47.521683
610,46.4205
611,46.31298
612,39.907722
613,14.083768
614,18.465153
615,14.784047
616,14.2815895
617,15.306317
618,13.223677
619,23.586927
620,38.486927
621,50.613537
622,50.00981
623,49.701958
624,46.805466
625,31.817604
626,20.030588
627,17.17429
628,18.960316
629,10.944121
630,23.737274
631,50.52267
632,49.773216
633,52.376553
634,37.816795
635,25.73745
636,24.883717
637,48.64492
638,49.98073
639,48.85639
640,39.244854
641,41.18069
642,39.49457
